Project,site_no,collect_date,Hour,sample_ID,DepthOfTow_m,InitialSampleVolume_mL,Subsample,SubsampleVolume_mL,Zooplankton_No.,date_processed,mesh_size_μm,INT,Notes,PhantomMidgePresence_YesNo
BVR2019,BVR_50_p,25-Jul-19,6:20,B_pel_25Jul19_sunrise_h3_rep2,4,1000,D,1,14,27-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,6:20,B_pel_25Jul19_sunrise_h3_rep3,4,1000,A,2,46,27-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,6:20,B_pel_25Jul19_sunrise_h3_rep3,4,1000,B,2,52,27-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,6:20,B_pel_25Jul19_sunrise_h3_rep3,4,1000,C,2,52,27-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,7:20,B_pel_25Jul19_sunrise_h4_rep1,4,1000,A,2,52,27-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,7:20,B_pel_25Jul19_sunrise_h4_rep1,4,1000,B,2,59,27-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,7:20,B_pel_25Jul19_sunrise_h4_rep1,4,1000,C,2,44,27-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,7:20,B_pel_25Jul19_sunrise_h4_rep2,4,1000,A,2,42,27-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,7:20,B_pel_25Jul19_sunrise_h4_rep2,4,1000,B,2,37,27-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,7:20,B_pel_25Jul19_sunrise_h4_rep2,4,1000,C,2,36,27-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,18:35,B_pel_24Jul19_sunset_h1_rep1,4,1000,A,3,104,28-May-20,80,HLW,"so I just discovered that these things that look like hard egg casings are actually crustaceans - ostracods! Not counting them in zoop density/biomass, but there have been a LOT in some previous BVR samples",
BVR2019,BVR_50_p,24-Jul-19,18:35,B_pel_24Jul19_sunset_h1_rep1,4,1000,B,2,102,28-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,18:35,B_pel_24Jul19_sunset_h1_rep1,4,1000,C,2,50,28-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,18:35,B_pel_24Jul19_sunset_h1_rep2,4,1000,A,2,112,28-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,18:35,B_pel_24Jul19_sunset_h1_rep2,4,1000,B,2,60,28-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,18:35,B_pel_24Jul19_sunset_h1_rep2,4,1000,C,2,30,28-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,19:35,B_pel_24Jul19_sunset_h2_rep1,4,1000,A,2,53,28-May-20,80,HLW,ostracods present,
BVR2019,BVR_50_p,24-Jul-19,19:35,B_pel_24Jul19_sunset_h2_rep1,4,1000,B,2,37,28-May-20,80,HLW,lost a splash of sample while reconcentrating,
BVR2019,BVR_50_p,24-Jul-19,19:35,B_pel_24Jul19_sunset_h2_rep1,4,1000,C,2,44,28-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,19:35,B_pel_24Jul19_sunset_h2_rep2,4,1000,A,2,69,28-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,19:35,B_pel_24Jul19_sunset_h2_rep2,4,1000,B,2,138,28-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,19:35,B_pel_24Jul19_sunset_h2_rep2,4,1000,C,2,68,28-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,20:35,B_pel_24Jul19_sunset_h3_rep1,4,1000,A,2,30,29-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,20:35,B_pel_24Jul19_sunset_h3_rep1,4,1000,B,2,72,29-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,20:35,B_pel_24Jul19_sunset_h3_rep1,4,1000,C,2,58,29-May-20,80,HLW,ostracods present,
BVR2019,BVR_50_p,24-Jul-19,20:35,B_pel_24Jul19_sunset_h3_rep2,4,1000,A,2,51,29-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,20:35,B_pel_24Jul19_sunset_h3_rep2,4,1000,B,2,48,29-May-20,80,HLW,ostracods present,
BVR2019,BVR_50_p,24-Jul-19,20:35,B_pel_24Jul19_sunset_h3_rep2,4,1000,C,2,65,29-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,21:35,B_pel_24Jul19_sunset_h4_rep1,4,1000,A,1,35,29-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,21:35,B_pel_24Jul19_sunset_h4_rep1,4,1000,B,2,49,29-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,21:35,B_pel_24Jul19_sunset_h4_rep1,4,1000,C,2,33,29-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,21:35,B_pel_24Jul19_sunset_h4_rep2,4,1000,A,2,57,29-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,21:35,B_pel_24Jul19_sunset_h4_rep2,4,1000,B,2,44,29-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,21:35,B_pel_24Jul19_sunset_h4_rep2,4,1000,C,2,45,29-May-20,80,HLW,,
